,yearID,lgID,teamID,franchID,divID,Rank,G,Ghome,L,DivWin,WCWin,LgWin,WSWin,R,AB,H,X2B,X3B,HR,BB,SO,SB,CS,HBP,SF,RA,ER,ERA,CG,SHO,SV,IPouts,HA,HRA,BBA,SOA,E,DP,FP,name,park,attendance,BPF,PPF,teamIDBR,teamIDlahman45,teamIDretro,winpct
98,2017,AL,LAA,ANA,W,2,162,81,82,N,N,N,N,710,5415,1314,251,14,186,523,1198,136,44,70,46,709,672,4.2,1,10,43,4322,1373,224,470,1312,80,135,0.986,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3019585,96,96,LAA,ANA,ANA,49.38271605
99,2017,AL,MIN,MIN,C,2,162,81,77,N,Y,N,N,815,5557,1444,286,31,206,593,1342,95,28,46,39,788,732,4.59,6,11,42,4308,1487,224,483,1166,78,143,0.987,Minnesota Twins,Target Field,2051279,99,100,MIN,MIN,MIN,52.4691358
100,2017,AL,NYA,NYY,E,2,162,81,71,N,Y,N,N,858,5594,1463,266,23,241,616,1386,90,22,64,56,660,599,3.72,2,7,36,4346,1248,192,504,1560,95,102,0.984,New York Yankees,Yankee Stadium III,3146966,104,103,NYY,NYA,NYA,56.17283951
101,2017,AL,OAK,OAK,W,5,162,81,87,N,N,N,N,739,5464,1344,305,15,234,565,1491,57,22,43,40,826,743,4.67,1,6,35,4293,1444,210,502,1202,121,162,0.98,Oakland Athletics,O.co Coliseum,1475721,96,97,OAK,OAK,OAK,46.2962963
102,2017,AL,SEA,SEA,W,3,162,81,84,N,N,N,N,750,5551,1436,281,17,200,487,1267,89,35,78,35,772,713,4.46,1,9,39,4321,1399,237,490,1244,103,147,0.982,Seattle Mariners,Safeco Field,2135445,97,97,SEA,SEA,SEA,48.14814815
103,2017,AL,TBA,TBD,E,3,162,81,82,N,N,N,N,694,5478,1340,226,32,228,545,1538,88,34,55,48,704,638,3.97,0,9,53,4335,1324,193,503,1352,100,129,0.983,Tampa Bay Rays,Tropicana Field,1253619,94,94,TBR,TBA,TBA,49.38271605
104,2017,AL,TEX,TEX,W,4,162,81,84,N,N,N,N,799,5430,1326,255,21,237,544,1493,113,44,81,39,816,742,4.66,2,6,29,4303,1443,214,559,1107,108,173,0.982,Texas Rangers,Globe Life Park in Arlington,2507760,107,107,TEX,TEX,TEX,48.14814815
105,2017,AL,TOR,TOR,E,4,162,81,86,N,N,N,N,693,5499,1320,269,5,222,542,1327,53,24,51,35,784,720,4.42,2,6,45,4395,1460,203,549,1372,92,145,0.985,Toronto Blue Jays,Rogers Centre,3203886,105,105,TOR,TOR,TOR,46.91358025
106,2017,NL,ARI,ARI,W,2,162,81,69,N,Y,N,N,812,5525,1405,314,39,220,578,1456,103,30,54,27,659,586,3.66,2,11,43,4323,1309,171,516,1482,108,140,0.982,Arizona Diamondbacks,Chase Field,2134375,110,110,ARI,ARI,ARI,57.40740741
107,2017,NL,ATL,ATL,E,3,162,81,90,N,N,N,N,732,5584,1467,289,26,165,474,1184,77,31,66,32,821,756,4.72,0,6,36,4324,1463,192,584,1258,97,137,0.984,Atlanta Braves,SunTrust Park,2505252,98,98,ATL,ATL,ATL,44.44444444
108,2017,NL,CHN,CHC,C,1,162,81,70,Y,N,N,N,822,5496,1402,274,29,223,622,1401,62,31,82,32,695,636,3.95,2,8,38,4342,1294,194,554,1439,95,139,0.984,Chicago Cubs,Wrigley Field,3199562,102,100,CHC,CHN,CHN,56.79012346
109,2017,NL,CIN,CIN,C,5,162,81,94,N,N,N,N,753,5484,1390,249,38,219,565,1329,120,39,72,42,869,821,5.17,2,8,33,4290,1442,248,631,1300,81,132,0.986,Cincinnati Reds,Great American Ball Park,1836917,100,101,CIN,CIN,CIN,41.97530864
110,2017,NL,COL,COL,W,3,162,81,75,N,Y,N,N,824,5534,1510,293,38,192,519,1408,59,34,44,41,757,721,4.51,1,9,47,4313,1453,190,532,1270,77,168,0.987,Colorado Rockies,Coors Field,2953650,115,115,COL,COL,COL,53.7037037
111,2017,NL,LAN,LAD,W,1,162,81,58,Y,N,Y,N,770,5408,1347,312,20,221,649,1380,77,28,64,38,580,543,3.38,2,16,51,4334,1226,184,442,1549,88,131,0.985,Los Angeles Dodgers,Dodger Stadium,3765856,97,96,LAD,LAN,LAN,64.19753086
112,2017,NL,MIA,FLA,E,2,162,78,85,N,N,N,N,778,5602,1497,271,31,194,486,1282,91,30,67,41,822,772,4.82,1,7,34,4328,1450,193,627,1202,73,156,0.988,Miami Marlins,Marlins Park,1583014,93,93,MIA,FLO,MIA,47.5308642
113,2017,NL,MIL,MIL,C,2,162,84,76,N,N,N,N,732,5467,1363,267,22,224,547,1571,128,41,53,26,697,642,4,1,12,54,4337,1381,185,553,1346,115,164,0.981,Milwaukee Brewers,Miller Park,2627705,101,101,MIL,ML4,MIL,53.08641975
114,2017,NL,NYN,NYM,E,4,162,81,92,N,N,N,N,735,5510,1379,286,28,224,529,1291,58,23,57,37,863,799,5.01,2,5,34,4304,1538,220,593,1374,92,125,0.984,New York Mets,Citi Field,2460622,97,97,NYM,NYN,NYN,43.20987654
115,2017,NL,PHI,PHI,E,5,162,81,96,N,N,N,N,690,5535,1382,287,36,174,494,1417,59,25,47,36,782,729,4.55,1,7,33,4323,1471,221,527,1309,82,145,0.986,Philadelphia Phillies,Citizens Bank Park,1905354,96,97,PHI,PHI,PHI,40.74074074
116,2017,NL,PIT,PIT,C,4,162,81,87,N,N,N,N,668,5458,1331,249,36,151,519,1213,67,36,88,28,731,676,4.22,2,12,36,4322,1464,182,511,1262,99,156,0.984,Pittsburgh Pirates,PNC Park,1919447,99,99,PIT,PIT,PIT,46.2962963
117,2017,NL,SDN,SDP,W,4,162,81,91,N,N,N,N,604,5356,1251,227,31,189,460,1499,89,33,53,33,816,742,4.67,2,12,45,4292,1417,226,554,1325,113,177,0.981,San Diego Padres,Petco Park,2138491,94,95,SDP,SDN,SDN,43.82716049
118,2017,NL,SFN,SFG,W,5,162,81,98,N,N,N,N,639,5551,1382,290,28,128,467,1204,76,34,36,52,776,726,4.5,3,5,32,4356,1515,182,496,1234,87,127,0.985,San Francisco Giants,AT&T Park,3303652,96,96,SFG,SFN,SFN,39.50617284
119,2017,NL,SLN,STL,C,3,162,81,79,N,N,N,N,761,5470,1402,284,28,196,593,1348,81,31,65,44,705,646,4.01,3,12,43,4351,1393,183,493,1351,94,164,0.984,St. Louis Cardinals,Busch Stadium III,3447937,98,98,STL,SLN,SLN,51.2345679
120,2017,NL,WAS,WSN,E,1,162,81,65,Y,N,N,N,819,5553,1477,311,31,215,542,1327,108,30,31,45,672,623,3.88,3,5,46,4340,1300,189,495,1457,86,139,0.985,Washington Nationals,Nationals Park,2524980,103,102,WSN,MON,WAS,59.87654321
121,2018,AL,BAL,BAL,E,5,162,81,115,N,N,N,N,622,5507,1317,242,15,188,422,1412,81,22,57,35,892,824,5.18,2,7,28,4293,1552,234,589,1203,104,159,0.982,Baltimore Orioles,Oriole Park at Camden Yards,1564192,96,97,BAL,BAL,BAL,29.01234568
122,2018,AL,BOS,BOS,E,1,162,81,54,Y,N,Y,Y,876,5623,1509,355,31,208,569,1253,125,31,55,48,647,608,3.75,2,14,46,4376,1305,176,512,1558,77,106,0.987,Boston Red Sox,Fenway Park II,2895575,104,102,BOS,BOS,BOS,66.66666667
123,2018,AL,CHA,CHW,C,4,162,81,100,N,N,N,N,656,5523,1332,259,40,182,425,1594,98,41,66,32,848,771,4.83,0,8,34,4311,1404,196,653,1259,114,135,0.981,Chicago White Sox,Guaranteed Rate Field,1608817,97,98,CHW,CHA,CHA,38.27160494
124,2018,AL,CLE,CLE,C,1,162,81,71,Y,N,N,N,818,5595,1447,297,19,216,554,1189,135,36,80,44,648,611,3.77,5,17,41,4372,1349,200,407,1544,83,123,0.986,Cleveland Indians,Progressive Field,1926701,104,102,CLE,CLE,CLE,56.17283951
125,2018,AL,DET,DET,C,3,162,81,98,N,N,N,N,630,5494,1326,284,35,135,428,1341,70,30,52,40,796,726,4.58,0,2,37,4276,1423,216,491,1215,95,126,0.984,Detroit Tigers,Comerica Park,1856970,101,102,DET,DET,DET,39.50617284
126,2018,AL,HOU,HOU,W,1,162,81,59,Y,N,N,N,797,5453,1390,278,18,205,565,1197,71,26,61,45,534,503,3.11,3,12,46,4365,1164,152,435,1687,63,116,0.989,Houston Astros,Minute Maid Park,2980549,96,94,HOU,HOU,HOU,63.58024691
127,2018,AL,KCA,KCR,C,5,162,81,104,N,N,N,N,638,5505,1350,283,29,155,427,1310,117,38,67,40,833,786,4.94,2,8,33,4296,1542,205,549,1157,77,142,0.987,Kansas City Royals,Kauffman Stadium,1665107,99,100,KCR,KCA,KCA,35.80246914
128,2018,AL,LAA,ANA,W,4,162,81,82,N,N,N,N,721,5472,1323,249,23,214,514,1300,89,22,73,39,722,662,4.15,1,9,35,4312,1353,205,546,1386,76,173,0.987,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3020216,97,97,LAA,ANA,ANA,49.38271605
129,2018,AL,MIN,MIN,C,2,162,81,84,N,N,N,N,738,5526,1379,317,22,166,534,1328,47,27,37,38,775,721,4.5,2,7,37,4330,1425,198,573,1377,97,127,0.984,Minnesota Twins,Target Field,1959197,102,102,MIN,MIN,MIN,48.14814815
130,2018,AL,NYA,NYY,E,2,162,81,62,N,Y,N,N,851,5515,1374,269,23,267,625,1421,63,21,62,59,669,611,3.78,2,11,49,4369,1311,177,494,1634,94,95,0.984,New York Yankees,Yankee Stadium III,3482855,104,102,NYY,NYA,NYA,61.72839506
131,2018,AL,OAK,OAK,W,2,162,81,65,N,Y,N,N,813,5579,1407,322,20,227,550,1381,35,21,76,44,674,621,3.81,2,14,44,4397,1303,184,474,1237,89,125,0.985,Oakland Athletics,O.co Coliseum,1573616,98,97,OAK,OAK,OAK,59.87654321
132,2018,AL,SEA,SEA,W,3,162,81,73,N,N,N,N,677,5513,1402,256,32,176,430,1221,79,37,70,41,711,664,4.13,3,12,60,4346,1396,195,400,1328,88,152,0.985,Seattle Mariners,Safeco Field,2299489,94,95,SEA,SEA,SEA,54.9382716
133,2018,AL,TBA,TBD,E,3,162,81,72,N,N,N,N,716,5475,1415,274,43,150,540,1388,128,51,101,50,646,602,3.74,0,14,52,4345,1236,164,501,1421,85,136,0.986,Tampa Bay Rays,Tropicana Field,1154973,97,97,TBR,TBA,TBA,55.55555556
134,2018,AL,TEX,TEX,W,5,162,81,95,N,N,N,N,737,5453,1308,266,24,194,555,1484,74,35,88,34,848,783,4.92,1,5,42,4293,1516,222,491,1121,120,168,0.98,Texas Rangers,Globe Life Park in Arlington,2107107,112,113,TEX,TEX,TEX,41.35802469
135,2018,AL,TOR,TOR,E,4,162,81,89,N,N,N,N,709,5477,1336,320,16,217,499,1387,47,30,58,37,832,772,4.85,0,3,39,4301,1476,208,551,1298,101,138,0.983,Toronto Blue Jays,Rogers Centre,2325281,97,98,TOR,TOR,TOR,45.0617284
136,2018,NL,ARI,ARI,W,3,162,81,80,N,N,N,N,693,5460,1283,259,50,176,560,1460,79,25,52,45,644,605,3.72,2,9,39,4389,1313,174,522,1448,75,152,0.988,Arizona Diamondbacks,Chase Field,2242695,108,107,ARI,ARI,ARI,50.61728395
137,2018,NL,ATL,ATL,E,1,162,81,72,Y,N,N,N,759,5582,1433,314,29,175,511,1290,90,36,66,43,657,607,3.75,2,11,40,4370,1236,153,635,1423,80,134,0.986,Atlanta Braves,SunTrust Park,2555781,100,100,ATL,ATL,ATL,55.55555556
138,2018,NL,CHN,CHC,C,2,163,82,68,N,Y,N,N,761,5624,1453,286,34,167,576,1388,66,38,78,46,645,598,3.65,1,18,46,4429,1319,157,622,1333,104,155,0.983,Chicago Cubs,Wrigley Field,3181089,107,106,CHC,CHN,CHN,58.28220859
139,2018,NL,CIN,CIN,C,5,162,81,95,N,N,N,N,696,5532,1404,251,25,172,559,1376,77,33,65,35,819,741,4.63,1,6,38,4323,1491,228,532,1258,95,144,0.984,Cincinnati Reds,Great American Ball Park,1629356,103,104,CIN,CIN,CIN,41.35802469
140,2018,NL,COL,COL,W,2,163,81,72,N,Y,N,N,780,5541,1418,280,42,210,507,1397,95,33,51,37,745,699,4.33,0,10,51,4357,1378,184,525,1409,74,162,0.988,Colorado Rockies,Coors Field,3015880,117,116,COL,COL,COL,55.82822086
141,2018,NL,LAN,LAD,W,1,163,82,71,Y,N,Y,N,804,5572,1394,296,33,235,647,1436,75,24,61,39,610,554,3.38,0,11,48,4428,1279,179,422,1565,100,111,0.983,Los Angeles Dodgers,Dodger Stadium,3857500,98,96,LAD,LAN,LAN,56.44171779
142,2018,NL,MIA,FLA,E,5,161,81,98,N,N,N,N,589,5488,1303,222,24,128,455,1384,45,31,73,31,809,762,4.76,1,12,30,4326,1388,192,605,1249,83,133,0.986,Miami Marlins,Marlins Park,811104,89,90,MIA,FLO,MIA,39.13043478
143,2018,NL,MIL,MIL,C,1,163,81,67,Y,N,N,N,754,5542,1398,252,24,218,537,1458,124,32,58,41,659,606,3.73,0,14,49,4383,1259,173,553,1428,108,141,0.982,Milwaukee Brewers,Miller Park,2850875,102,101,MIL,ML4,MIL,58.89570552
144,2018,NL,NYN,NYM,E,4,162,81,85,N,N,N,N,676,5468,1282,265,34,170,566,1404,71,39,73,42,707,661,4.07,3,15,41,4382,1364,185,484,1446,88,121,0.985,New York Mets,Citi Field,2224995,90,91,NYM,NYN,NYN,47.5308642
145,2018,NL,PHI,PHI,E,3,162,81,82,N,N,N,N,677,5424,1271,241,30,186,582,1520,69,26,64,32,728,665,4.14,0,12,44,4337,1366,171,500,1465,123,138,0.979,Philadelphia Phillies,Citizens Bank Park,2158124,102,103,PHI,PHI,PHI,49.38271605
146,2018,NL,PIT,PIT,C,4,161,80,79,N,N,N,N,692,5447,1381,290,38,157,474,1229,70,38,59,52,693,637,4,3,16,40,4302,1380,174,497,1336,105,129,0.982,Pittsburgh Pirates,PNC Park,1465316,96,96,PIT,PIT,PIT,50.93167702
147,2018,NL,SDN,SDP,W,5,162,81,96,N,N,N,N,617,5486,1289,250,30,162,471,1523,95,36,31,36,767,713,4.4,0,5,36,4371,1430,185,519,1399,100,127,0.983,San Diego Padres,Petco Park,2168536,94,95,SDP,SDN,SDN,40.74074074
148,2018,NL,SFN,SFG,W,4,162,81,89,N,N,N,N,603,5541,1324,255,30,133,448,1467,77,34,49,42,699,641,3.95,1,15,36,4384,1387,156,524,1269,97,160,0.984,San Francisco Giants,AT&T Park,3156185,95,96,SFG,SFN,SFN,45.0617284
149,2018,NL,SLN,STL,C,3,162,81,74,N,N,N,N,759,5498,1369,248,9,205,525,1380,63,32,80,48,691,622,3.85,1,8,43,4366,1354,144,593,1337,133,151,0.978,St. Louis Cardinals,Busch Stadium III,3403587,97,96,STL,SLN,SLN,54.32098765
150,2018,NL,WAS,WSN,E,2,162,81,80,N,N,N,N,771,5517,1402,284,25,191,631,1289,119,33,59,40,682,649,4.04,2,7,40,4338,1320,198,487,1417,64,115,0.989,Washington Nationals,Nationals Park,2529604,106,105,WSN,MON,WAS,50.61728395
151,2019,AL,BAL,BAL,E,5,162,81,108,N,N,N,N,729,5596,1379,252,25,213,462,1435,84,30,71,37,981,897,5.59,0,5,27,4329,1544,305,561,1248,108,155,0.982,Baltimore Orioles,Oriole Park at Camden Yards,1307807,99,102,BAL,BAL,BAL,33.33333333
152,2019,AL,BOS,BOS,E,3,162,81,78,N,N,N,N,901,5770,1554,345,27,245,590,1382,68,30,49,44,828,768,4.7,1,8,33,4413,1423,215,605,1633,88,115,0.985,Boston Red Sox,Fenway Park II,2924627,105,104,BOS,BOS,BOS,51.85185185
153,2019,AL,CHA,CHW,C,3,161,80,89,N,N,N,N,708,5529,1443,260,20,182,378,1549,63,28,66,32,832,769,4.9,6,7,33,4238,1438,238,582,1312,117,171,0.98,Chicago White Sox,Guaranteed Rate Field,1649775,97,99,CHW,CHA,CHA,44.72049689
154,2019,AL,CLE,CLE,C,2,162,81,69,N,N,N,N,769,5425,1354,286,18,223,563,1332,103,35,50,46,657,601,3.76,6,16,42,4313,1308,207,450,1508,83,110,0.985,Cleveland Indians,Progressive Field,1738642,104,102,CLE,CLE,CLE,57.40740741
155,2019,AL,DET,DET,C,5,161,81,114,N,N,N,N,582,5549,1333,292,41,149,391,1595,57,20,48,42,915,835,5.24,0,3,31,4299,1555,250,536,1368,110,127,0.981,Detroit Tigers,Comerica Park,1501430,102,104,DET,DET,DET,29.19254658
156,2019,AL,HOU,HOU,W,1,162,81,55,Y,N,Y,N,920,5613,1538,323,28,288,645,1166,67,27,66,57,640,595,3.66,2,14,47,4387,1205,230,448,1671,71,96,0.988,Houston Astros,Minute Maid Park,2857367,103,100,HOU,HOU,HOU,66.04938272
157,2019,AL,KCA,KCR,C,4,162,81,103,N,N,N,N,691,5496,1356,281,40,162,456,1405,117,39,59,42,869,824,5.2,1,7,37,4275,1525,221,582,1230,73,152,0.988,Kansas City Royals,Kauffman Stadium,1479659,101,102,KCR,KCA,KCA,36.41975309
158,2019,AL,LAA,ANA,W,4,162,81,90,N,N,N,N,769,5542,1368,268,21,220,586,1276,65,20,67,42,868,820,5.12,0,2,32,4328,1417,267,576,1404,92,118,0.984,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,3019012,98,98,LAA,ANA,ANA,44.44444444
159,2019,AL,MIN,MIN,C,1,162,81,61,Y,N,N,N,939,5732,1547,318,23,307,525,1334,28,21,81,41,754,680,4.18,1,10,50,4390,1456,198,452,1463,111,130,0.981,Minnesota Twins,Target Field,2294152,100,99,MIN,MIN,MIN,62.34567901
160,2019,AL,NYA,NYY,E,1,162,81,59,Y,N,N,N,943,5583,1493,290,17,306,569,1437,55,22,49,33,739,691,4.31,1,9,50,4329,1374,248,507,1534,102,135,0.982,New York Yankees,Yankee Stadium III,3304404,98,96,NYY,NYA,NYA,63.58024691
161,2019,AL,OAK,OAK,W,2,162,81,65,N,Y,N,N,845,5561,1384,292,23,257,578,1338,49,21,87,36,680,646,3.97,1,12,45,4395,1342,201,477,1299,80,122,0.987,Oakland Athletics,O.co Coliseum,1662211,95,93,OAK,OAK,OAK,59.87654321
162,2019,AL,SEA,SEA,W,5,162,81,94,N,N,N,N,758,5500,1305,254,28,239,588,1581,115,47,58,37,893,798,4.99,3,4,34,4318,1484,260,505,1239,132,145,0.978,Seattle Mariners,T-Mobile Park,1791863,93,94,SEA,SEA,SEA,41.97530864
163,2019,AL,TBA,TBD,E,2,162,81,66,N,Y,N,N,769,5628,1427,291,29,217,542,1493,94,37,73,34,656,598,3.65,0,12,46,4423,1274,181,453,1621,87,126,0.985,Tampa Bay Rays,Tropicana Field,1178735,97,96,TBR,TBA,TBA,59.25925926
164,2019,AL,TEX,TEX,W,3,162,81,84,N,N,N,N,810,5540,1374,296,24,223,534,1578,131,38,67,44,878,808,5.06,4,9,33,4314,1515,241,583,1379,105,143,0.982,Texas Rangers,Globe Life Park in Arlington,2132994,111,112,TEX,TEX,TEX,48.14814815
165,2019,AL,TOR,TOR,E,4,162,81,95,N,N,N,N,726,5493,1299,270,21,247,509,1514,51,20,45,28,828,767,4.79,1,7,33,4321,1450,228,604,1332,96,141,0.984,Toronto Blue Jays,Rogers Centre,1750114,97,98,TOR,TOR,TOR,41.35802469
166,2019,NL,ARI,ARI,W,2,162,81,77,N,N,N,N,813,5633,1419,288,40,220,540,1360,88,14,70,40,743,691,4.25,0,11,45,4395,1400,220,516,1427,86,136,0.986,Arizona Diamondbacks,Chase Field,2135510,101,101,ARI,ARI,ARI,52.4691358
167,2019,NL,ATL,ATL,E,1,162,81,65,Y,N,N,N,855,5560,1432,277,29,249,619,1467,89,28,60,35,743,675,4.19,1,8,44,4352,1421,203,548,1393,78,154,0.987,Atlanta Braves,SunTrust Park,2655100,105,103,ATL,ATL,ATL,59.87654321
168,2019,NL,CHN,CHC,C,3,162,81,78,N,N,N,N,814,5461,1378,270,26,256,581,1460,45,24,83,39,717,657,4.1,1,10,38,4326,1376,195,534,1444,118,141,0.981,Chicago Cubs,Wrigley Field,3094865,102,101,CHC,CHN,CHN,51.85185185
169,2019,NL,CIN,CIN,C,4,162,81,87,N,N,N,N,701,5450,1328,235,27,227,492,1436,80,38,89,33,711,668,4.18,0,10,46,4314,1270,214,536,1552,91,124,0.984,Cincinnati Reds,Great American Ball Park,1808685,103,103,CIN,CIN,CIN,46.2962963
170,2019,NL,COL,COL,W,4,162,81,91,N,N,N,N,835,5660,1502,323,41,224,489,1503,71,31,43,43,958,895,5.56,1,5,28,4346,1576,270,589,1264,97,165,0.984,Colorado Rockies,Coors Field,2993244,118,118,COL,COL,COL,43.82716049
171,2019,NL,LAN,LAD,W,1,162,81,56,Y,N,N,N,886,5493,1414,302,20,279,607,1356,57,10,81,45,613,541,3.37,3,18,44,4337,1201,185,392,1519,106,117,0.982,Los Angeles Dodgers,Dodger Stadium,3974309,96,94,LAD,LAN,LAN,65.43209877
172,2019,NL,MIA,FLA,E,5,162,81,105,N,N,N,N,615,5512,1326,265,18,146,395,1469,55,30,73,33,808,760,4.74,2,8,27,4333,1340,236,615,1378,94,135,0.984,Miami Marlins,Marlins Park,811302,94,96,MIA,FLO,MIA,35.18518519
173,2019,NL,MIL,MIL,C,2,162,81,73,N,Y,N,N,769,5542,1366,279,17,250,629,1563,101,25,72,38,766,713,4.4,0,7,50,4378,1364,225,570,1497,97,135,0.983,Milwaukee Brewers,Miller Park,2923333,101,101,MIL,ML4,MIL,54.9382716
174,2019,NL,NYN,NYM,E,3,162,81,76,N,N,N,N,791,5624,1445,280,17,242,516,1384,56,27,95,27,737,688,4.24,3,12,38,4383,1405,204,500,1520,99,129,0.983,New York Mets,Citi Field,2442532,92,92,NYM,NYN,NYN,53.08641975
175,2019,NL,PHI,PHI,E,4,162,81,81,N,N,N,N,774,5571,1369,311,26,215,562,1453,78,18,57,34,794,731,4.53,3,7,36,4361,1452,258,546,1392,97,136,0.984,Philadelphia Phillies,Citizens Bank Park,2727421,102,102,PHI,PHI,PHI,50
176,2019,NL,PIT,PIT,C,5,162,81,93,N,N,N,N,758,5657,1497,315,38,163,425,1213,64,29,63,34,911,829,5.18,1,6,31,4320,1511,241,584,1443,121,130,0.98,Pittsburgh Pirates,PNC Park,1491439,96,97,PIT,PIT,PIT,42.59259259
177,2019,NL,SDN,SDP,W,5,162,81,92,N,N,N,N,682,5391,1281,224,24,219,504,1581,70,37,55,31,789,732,4.6,0,6,47,4296,1394,215,463,1475,116,100,0.98,San Diego Padres,Petco Park,2396399,95,96,SDP,SDN,SDN,43.20987654
178,2019,NL,SFN,SFG,W,3,162,81,85,N,N,N,N,678,5579,1332,300,26,167,475,1435,47,28,50,42,773,715,4.38,1,8,41,4407,1395,227,519,1368,90,142,0.985,San Francisco Giants,Oracle Park,2707760,94,95,SFG,SFN,SFN,47.5308642
179,2019,NL,SLN,STL,C,1,162,81,71,Y,N,N,N,764,5449,1336,246,24,210,561,1420,116,29,76,39,662,609,3.8,1,14,52,4332,1284,191,545,1399,66,168,0.989,St. Louis Cardinals,Busch Stadium III,3480393,98,97,STL,SLN,SLN,56.17283951
180,2019,NL,WAS,WSN,E,2,162,81,69,N,Y,Y,Y,873,5512,1460,298,27,231,584,1308,116,29,81,42,724,683,4.27,1,13,40,4318,1340,202,517,1511,87,111,0.985,Washington Nationals,Nationals Park,2259781,106,104,WSN,MON,WAS,57.40740741
181,2020,AL,BAL,BAL,E,4,60,33,35,N,N,N,N,274,2026,523,102,7,77,164,514,19,14,27,10,294,260,4.51,0,1,11,1556,489,79,192,487,43,42,0.98,Baltimore Orioles,Oriole Park at Camden Yards,0,100,102,BAL,BAL,BAL,41.66666667
182,2020,AL,BOS,BOS,E,5,60,31,36,N,N,N,N,292,2083,552,118,7,81,187,545,31,9,21,9,351,325,5.58,0,2,14,1572,587,98,252,537,45,59,0.979,Boston Red Sox,Fenway Park II,0,105,105,BOS,BOS,BOS,40
183,2020,AL,CHA,CHW,C,2,60,30,25,N,Y,N,N,306,2047,534,94,6,96,179,571,20,8,24,13,246,223,3.81,1,6,13,1581,448,71,217,523,38,48,0.982,Chicago White Sox,Guaranteed Rate Field,0,99,100,CHW,CHA,CHA,58.33333333
184,2020,AL,CLE,CLE,C,2,60,30,25,N,Y,N,N,248,1959,446,96,5,59,239,517,25,10,24,16,209,196,3.29,1,7,20,1608,440,68,157,621,30,46,0.986,Cleveland Indians,Progressive Field,0,104,103,CLE,CLE,CLE,58.33333333
185,2020,AL,DET,DET,C,5,58,27,35,N,N,N,N,249,1893,463,78,12,62,147,567,19,6,19,14,318,308,5.63,1,1,11,1477,511,91,192,444,27,46,0.987,Detroit Tigers,Comerica Park,0,102,105,DET,DET,DET,39.65517241
186,2020,AL,HOU,HOU,W,2,60,28,31,N,Y,N,N,279,1992,478,103,12,69,192,440,22,11,23,13,275,251,4.31,0,0,16,1572,472,70,217,526,20,48,0.991,Houston Astros,Minute Maid Park,0,103,101,HOU,HOU,HOU,48.33333333
187,2020,AL,KCA,KCR,C,4,60,30,34,N,N,N,N,248,1988,485,97,7,68,172,527,49,20,18,10,272,247,4.3,1,4,19,1551,500,76,211,517,31,62,0.985,Kansas City Royals,Kauffman Stadium,0,102,103,KCR,KCA,KCA,43.33333333
188,2020,AL,LAA,ANA,W,4,60,31,34,N,N,N,N,294,2020,501,97,8,85,239,490,21,8,25,18,321,297,5.09,1,2,12,1576,492,82,199,523,36,36,0.983,Los Angeles Angels of Anaheim,Angel Stadium of Anaheim,0,100,101,LAA,ANA,ANA,43.33333333
189,2020,AL,MIN,MIN,C,1,60,31,24,Y,N,N,N,269,1937,468,81,3,91,186,528,14,7,29,14,215,204,3.58,0,4,17,1540,448,62,170,535,20,39,0.99,Minnesota Twins,Target Field,0,99,98,MIN,MIN,MIN,60
190,2020,AL,NYA,NYY,E,2,60,31,27,N,Y,N,N,315,1915,473,87,7,94,251,480,27,7,30,11,270,242,4.35,2,2,14,1502,455,83,168,528,48,37,0.976,New York Yankees,Yankee Stadium III,0,98,96,NYY,NYA,NYA,55
191,2020,AL,OAK,OAK,W,1,60,32,24,Y,N,N,N,274,1908,430,91,11,71,238,524,26,3,39,14,232,216,3.77,1,5,17,1546,471,69,165,506,26,33,0.987,Oakland Athletics,O.co Coliseum,0,94,93,OAK,OAK,OAK,60
192,2020,AL,SEA,SEA,W,3,60,24,33,N,N,N,N,254,1929,435,88,5,60,207,545,50,16,30,12,303,289,5.03,1,0,15,1550,482,79,230,469,23,48,0.989,Seattle Mariners,T-Mobile Park,0,94,95,SEA,SEA,SEA,45
193,2020,AL,TBA,TBD,E,1,60,29,20,Y,N,Y,N,289,1975,470,105,12,80,243,608,48,9,28,14,229,209,3.56,0,4,23,1583,475,70,168,552,33,52,0.985,Tampa Bay Rays,Tropicana Field,0,96,95,TBR,TBA,TBA,66.66666667
194,2020,AL,TEX,TEX,W,5,60,30,38,N,N,N,N,224,1936,420,80,9,62,167,548,49,14,24,18,312,288,5.02,2,3,10,1550,479,81,236,489,40,40,0.981,Texas Rangers,Globe Life Field,0,102,102,TEX,TEX,TEX,36.66666667
195,2020,AL,TOR,TOR,E,3,60,26,28,N,Y,N,N,302,2023,516,104,4,88,203,508,33,6,12,14,312,268,4.6,0,1,17,1574,517,81,250,519,38,47,0.982,Toronto Blue Jays,Sahlen Field,0,100,99,TOR,TOR,TOR,53.33333333
196,2020,NL,ARI,ARI,W,5,60,30,35,N,N,N,N,269,1997,482,101,12,58,181,461,23,7,36,23,295,279,4.84,0,1,13,1555,506,93,235,524,35,54,0.983,Arizona Diamondbacks,Chase Field,0,102,102,ARI,ARI,ARI,41.66666667
